단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-07-01 06:37:00,32000,구의동,서울특별시 광진구 자양로 106,횡단보도,미견인
2022-07-01 07:26:00,40000,능동,어린이대공원 정문,주차금지(황색점선)구역,미견인
2022-07-01 07:34:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 07:42:00,40000,구의동,강변역 1번 출구,주차금지(황색점선)구역,미견인
2022-07-01 07:43:00,32000,자양동,659-32,보도,미견인
2022-07-01 08:29:00,40000,구의동,서울 광진구 구의동 89,교통소통장애,미견인
2022-07-01 08:31:00,50000,능동,군자역 5번가구할인매장앞,주정차금지(황색실선)구역,미견인
2022-07-01 08:36:00,120000,자양동,서울특별시 광진구 뚝섬로52길 71,횡단보도,미견인
2022-07-01 08:41:00,96000,중곡동,서울 광진구 중곡동 296-20,교통소통장애,미견인
2022-07-01 08:42:00,120000,중곡동,서울 광진구 중곡동 296-20,교통소통장애,미견인
2022-07-01 08:46:00,40000,자양동,서울 광진구 자양동 550-2,안전지대,견인처리
2022-07-01 08:51:00,8000,자양동,서울 광진구 자양동 550-2,주차금지(황색점선)구역,미견인
2022-07-01 08:53:00,32000,자양동,서울 광진구 자양동 550-2,안전지대,미견인
2022-07-01 09:03:00,96000,구의동,서울 광진구 구의동 603,교통소통장애,미견인
2022-07-01 09:04:00,32000,자양동,성동초등학교 앞,주차금지(황색점선)구역,미견인
2022-07-01 09:12:00,40000,중곡동,서울 광진구 중곡동 438-3,교통소통장애,미견인
2022-07-01 09:13:00,32000,구의동,서울 광진구 구의동 213-16,보도,미견인
2022-07-01 09:41:00,32000,광장동,서울 광진구 광장동 141-2,교통소통장애,미견인
2022-07-01 09:41:00,32000,광장동,서울 광진구 광장동 141-2,교통소통장애,미견인
2022-07-01 09:45:00,120000,군자동,서울 광진구 군자동 364-17,교통소통장애,미견인
2022-07-01 09:51:00,32000,중곡동,서울 광진구 중곡동 664,보도,미견인
2022-07-01 09:55:00,40000,자양동,성동초등학교 앞,주차금지(황색점선)구역,미견인
2022-07-01 10:03:00,32000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-07-01 10:13:00,40000,중곡동,서울 광진구 중곡동 266-5,교통소통장애,미견인
2022-07-01 10:13:00,40000,중곡동,서울 광진구 중곡동 266-5,교통소통장애,미견인
2022-07-01 10:15:00,32000,구의동,아차산로,주차금지(황색점선)구역,미견인
2022-07-01 10:15:00,32000,구의동,서울 광진구 구의동 213-16,보도,미견인
2022-07-01 10:27:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 10:32:00,40000,군자동,서울 광진구 군자동 472-10,교통소통장애,미견인
2022-07-01 10:38:00,96000,구의동,서울 광진구 구의동 198-7,교통소통장애,견인처리
2022-07-01 10:40:00,32000,중곡동,서울 광진구 중곡동 675,교통소통장애,미견인
2022-07-01 10:41:00,32000,중곡동,서울 광진구 중곡동 675,교통소통장애,미견인
2022-07-01 10:43:00,32000,구의동,251-8,횡단보도,미견인
2022-07-01 10:53:00,32000,중곡동,서울특별시 광진구 영화사로 9,교통소통장애,미견인
2022-07-01 11:19:00,32000,중곡동,51-33,횡단보도,미견인
2022-07-01 11:26:00,32000,중곡동,고신경정신과의원 앞,주차금지(황색점선)구역,미견인
2022-07-01 11:42:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-07-01 11:42:00,40000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-07-01 12:53:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 13:07:00,32000,화양동,건대분수광장 건너편,주정차금지(황색실선)구역,미견인
2022-07-01 13:21:00,130000,군자동,노인종합복지관 앞,주정차금지(황색실선)구역,미견인
2022-07-01 13:25:00,32000,구의동,강변 스파랜드 앞,주차금지(황색점선)구역,미견인
2022-07-01 13:26:00,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-07-01 13:33:00,40000,중곡동,서울특별시 광진구 동일로62길 34,도로 모퉁이,미견인
2022-07-01 13:35:00,50000,자양동,아차산로,주차금지(황색점선)구역,미견인
2022-07-01 13:36:00,32000,구의동,서울특별시 광진구 자양로49길 7,교통소통장애,미견인
2022-07-01 13:53:00,32000,광장동,모두투어앞,주차금지(황색점선)구역,미견인
2022-07-01 13:54:00,40000,자양동,뚝섬로,주차금지(황색점선)구역,미견인
2022-07-01 14:03:00,32000,자양동,동일로,보도,미견인
2022-07-01 14:04:00,40000,자양동,뚝섬로,교통소통장애,미견인
2022-07-01 14:07:00,40000,군자동,서울 광진구 군자동 469-10,도로 모퉁이,미견인
2022-07-01 14:08:00,40000,군자동,서울 광진구 군자동 469-10,도로 모퉁이,미견인
2022-07-01 14:20:00,32000,중곡동,서울특별시 광진구 용마산로 30,보도,미견인
2022-07-01 14:23:00,40000,군자동,두산위브 앞,주정차금지(황색실선)구역,미견인
2022-07-01 14:36:00,32000,군자동,군자빌딩,주정차금지(황색실선)구역,미견인
2022-07-01 14:40:00,120000,군자동,노인종합복지관 앞,보도,미견인
2022-07-01 14:47:00,32000,군자동,군자로,보도,미견인
2022-07-01 14:51:00,32000,군자동,군자로,보도,미견인
2022-07-01 14:56:00,40000,자양동,올포유 앞,주차금지(황색점선)구역,미견인
2022-07-01 15:00:00,32000,군자동,군자로,주차금지(황색점선)구역,미견인
2022-07-01 15:13:00,40000,광장동,328-2,보도,미견인
2022-07-01 15:19:00,32000,중곡동,639-4,보도,미견인
2022-07-01 15:23:00,32000,중곡동,639-6,보도,미견인
2022-07-01 15:43:00,120000,중곡동,신성그랜드타워 앞,보도,미견인
2022-07-01 15:47:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-01 16:24:00,40000,화양동,건대입구 3번 출구 앞,횡단보도,미견인
2022-07-01 16:25:00,40000,자양동,515-1,횡단보도,미견인
2022-07-01 16:32:00,32000,중곡동,군자역 1번명품갤러리앞,주정차금지(황색실선)구역,미견인
2022-07-01 16:56:00,40000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-07-01 17:13:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-07-01 17:57:00,96000,자양동,성자초등학교 옆,교차로,미견인
2022-07-01 18:00:00,40000,구의동,프라임아파트 정문(213동),버스정류소,미견인
2022-07-01 18:14:00,32000,화양동,건대입구 1번 출구 앞,주정차금지(황색실선)구역,미견인
2022-07-01 18:16:00,32000,중곡동,MB모터스 옆,교차로,미견인
2022-07-01 18:23:00,96000,군자동,노인종합복지관 앞,보도,미견인
2022-07-01 18:56:00,40000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
2022-07-01 19:03:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-01 19:10:00,32000,화양동,21-49,보도,미견인
2022-07-01 19:20:00,32000,구의동,강변 스파랜드 앞,주차금지(황색점선)구역,미견인
2022-07-01 19:26:00,32000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인
2022-07-01 19:29:00,80000,광장동,320-4,소화전,미견인
2022-07-01 19:32:00,40000,자양동,파리바게트 앞,주차금지(황색점선)구역,미견인
2022-07-01 19:38:00,40000,자양동,자양호반써밋플레이스 앞,교통소통장애,미견인
2022-07-01 19:43:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 19:44:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 19:45:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-07-01 19:46:00,32000,광장동,323-5,횡단보도,미견인
2022-07-01 19:49:00,40000,광장동,315-3,횡단보도,미견인
2022-07-01 19:51:00,32000,광장동,315-3,보도,미견인
2022-07-01 19:56:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-07-01 19:59:00,40000,자양동,올포유 앞,교통소통장애,미견인
2022-07-01 20:14:00,40000,자양동,856-14,안전지대,미견인
2022-07-01 20:16:00,32000,구의동,프라임아파트 정문(213동),주정차금지(황색실선)구역,미견인
2022-07-01 20:23:00,32000,중곡동,중곡지구대 앞,주차금지(황색점선)구역,미견인
2022-07-01 20:23:00,32000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
2022-07-01 20:47:00,32000,능동,어린이대공원 정문,주차금지(황색점선)구역,미견인
2022-07-01 20:54:00,40000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-07-01 21:37:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-01 21:40:00,32000,구의동,지너스타워 주차장 앞,주차금지(황색점선)구역,미견인
2022-07-02 07:04:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-02 07:28:00,32000,화양동,건대입구 1번 출구 앞,주정차금지(황색실선)구역,미견인
2022-07-02 07:48:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-02 08:05:00,32000,화양동,건대입구 1번 출구 앞,횡단보도,미견인
2022-07-02 08:15:00,32000,화양동,건대입구 1번 출구 앞,버스정류소,미견인
2022-07-02 09:15:00,40000,광장동,567,버스정류소,미견인
2022-07-02 10:37:00,40000,화양동,건대입구 1번 출구 앞,안전지대,미견인
2022-07-02 12:11:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-02 12:18:00,32000,자양동,596-7,횡단보도,미견인
2022-07-02 12:44:00,50000,군자동,363-32,횡단보도,미견인
2022-07-02 13:00:00,40000,화양동,건대분수광장 건너편,횡단보도,미견인
2022-07-02 13:15:00,40000,구의동,200-10,보도,미견인
2022-07-02 13:26:00,32000,구의동,546-3,버스정류소,미견인
2022-07-02 13:40:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-02 13:46:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-02 14:22:00,32000,군자동,355-10,보도,미견인
2022-07-02 14:33:00,32000,자양동,794-10,보도,미견인
2022-07-02 15:38:00,32000,능동,서울시민안전체험관 앞,주차금지(황색점선)구역,미견인
2022-07-02 16:08:00,32000,군자동,355-9,보도,미견인
2022-07-02 16:54:00,40000,능동,서울시민안전체험관 앞,주차금지(황색점선)구역,미견인
2022-07-02 17:23:00,40000,중곡동,150-66,버스정류소,미견인
2022-07-02 19:04:00,32000,중곡동,241-15,버스정류소,미견인
2022-07-02 19:14:00,32000,중곡동,241-15,버스정류소,미견인
2022-07-02 20:09:00,32000,자양동,626-1,횡단보도,미견인
2022-07-02 21:01:00,32000,구의동,동서울터미널 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 01:02:00,32000,중곡동,서울특별시 광진구 용마산로28길 30,횡단보도,미견인
2022-07-03 01:28:00,32000,자양동,712,소화전,미견인
2022-07-03 07:04:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 07:08:00,32000,화양동,건대입구 1번 출구 앞,주정차금지(황색실선)구역,미견인
2022-07-03 12:07:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 13:02:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-07-03 13:04:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-07-03 13:08:00,32000,중곡동,서울특별시 광진구 긴고랑로 15,버스정류소,미견인
2022-07-03 13:20:00,32000,중곡동,서울특별시 광진구 능동로 393,버스정류소,미견인
2022-07-03 13:25:00,40000,중곡동,서울특별시 광진구 능동로 415,버스정류소,미견인
2022-07-03 13:41:00,32000,중곡동,서울특별시 광진구 용마산로 87,버스정류소,미견인
2022-07-03 13:49:00,40000,중곡동,서울특별시 광진구 영화사로 17,버스정류소,미견인
2022-07-03 14:06:00,32000,광장동,314-5,보도,미견인
2022-07-03 14:10:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-07-03 14:18:00,32000,구의동,동서울터미널 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 14:23:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-07-03 14:31:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-07-03 14:50:00,40000,구의동,서울특별시 광진구 자양로18길 56,횡단보도,미견인
2022-07-03 14:59:00,32000,구의동,서울특별시 광진구 광나루로 508,보도,미견인
2022-07-03 15:21:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 15:22:00,32000,자양동,715-1,보도,미견인
2022-07-03 15:24:00,32000,자양동,657-4,보도,미견인
2022-07-03 15:50:00,32000,자양동,서울특별시 광진구 아차산로 242,보도,미견인
2022-07-03 16:02:00,40000,화양동,건대입구 1번 출구 앞,안전지대,미견인
2022-07-03 16:59:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 17:29:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 18:12:00,32000,화양동,건대입구 3번 출구 앞,횡단보도,미견인
2022-07-03 19:28:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 19:50:00,32000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-07-03 20:58:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-03 22:42:00,32000,자양동,855,안전지대,미견인
2022-07-03 23:38:00,32000,구의동,252-44,횡단보도,미견인
2022-07-04 01:23:00,80000,중곡동,280-7,소화전,미견인
2022-07-04 07:04:00,64000,자양동,올포유 앞,주차금지(황색점선)구역,미견인
2022-07-04 07:06:00,32000,자양동,파리바게트 앞,주차금지(황색점선)구역,미견인
2022-07-04 07:14:00,40000,구의동,현대2단지아파트 앞,버스정류소,미견인
2022-07-04 07:17:00,32000,자양동,올포유 앞,주차금지(황색점선)구역,미견인
2022-07-04 08:30:00,32000,자양동,853,교차로,미견인
2022-07-04 08:48:00,32000,광장동,서울 광진구 광장동 509-4,주정차금지(황색실선)구역,견인처리
2022-07-04 09:18:00,32000,능동,군자역 5번가구할인매장앞,주정차금지(황색실선)구역,미견인
2022-07-04 10:04:00,40000,광장동,모두투어앞,주차금지(황색점선)구역,미견인
2022-07-04 10:12:00,40000,구의동,광나루로56길,주정차금지(황색실선)구역,미견인
2022-07-04 10:16:00,32000,구의동,구의강변로,교통소통장애,미견인
2022-07-04 10:24:00,50000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-07-04 10:40:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-07-04 10:48:00,32000,광장동,모두투어앞,주차금지(황색점선)구역,미견인
2022-07-04 10:49:00,32000,중곡동,중곡지구대 앞,주차금지(황색점선)구역,미견인
2022-07-04 10:54:00,32000,구의동,서울 광진구 구의동 234-27,보도,미견인
2022-07-04 10:55:00,96000,구의동,강변 스파랜드 앞,교차로,미견인
2022-07-04 11:01:00,32000,광장동,아차산로,안전지대,미견인
2022-07-04 11:02:00,40000,구의동,구의동 웰츠타워 앞,주차금지(황색점선)구역,미견인
