단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-09-02 18:14:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 18:34:00,40000,중곡동,675,보도,미견인
2022-09-02 18:34:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 18:44:00,32000,중곡동,193-59,버스정류소,미견인
2022-09-02 18:49:00,32000,광장동,서울특별시 광진구 광나루로 595,버스정류소,미견인
2022-09-02 18:52:00,40000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-09-02 18:56:00,32000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-09-02 19:16:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 19:18:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 19:36:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-09-02 19:55:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 19:56:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-02 20:11:00,40000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2022-09-02 20:17:00,40000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-09-02 20:18:00,40000,중곡동,161-23,보도,미견인
2022-09-02 20:34:00,32000,자양동,712,보도,미견인
2022-09-02 20:53:00,32000,화양동,건국대병원 맞은편,주정차금지(황색실선)구역,미견인
2022-09-02 21:30:00,40000,중곡동,150-115,버스정류소,미견인
2022-09-02 21:53:00,64000,중곡동,150-175,특별구역,미견인
2022-09-02 21:59:00,40000,광장동,486-1,교차로,미견인
2022-09-02 22:01:00,32000,화양동,111-219,교차로,미견인
2022-09-02 22:02:00,40000,중곡동,39-38,버스정류소,미견인
2022-09-02 22:07:00,40000,중곡동,164-1,횡단보도,미견인
2022-09-02 22:12:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-02 22:15:00,40000,화양동,서울특별시 광진구 능동로17길 50,보도,미견인
2022-09-02 22:15:00,32000,중곡동,277-6,횡단보도,미견인
2022-09-02 22:17:00,32000,중곡동,277-5,횡단보도,미견인
2022-09-02 22:23:00,32000,자양동,52-150,교차로,미견인
2022-09-02 23:16:00,32000,군자동,서울특별시 광진구 군자로 164-1,보도,미견인
2022-09-02 23:19:00,32000,군자동,서울특별시 광진구 군자로 165,보도,미견인
2022-09-02 23:21:00,32000,군자동,서울특별시 광진구 군자로 165-1,보도,미견인
2022-09-02 23:23:00,32000,군자동,서울특별시 광진구 군자로 166-1,보도,미견인
2022-09-03 00:09:00,32000,중곡동,241-4,보도,미견인
2022-09-03 07:29:00,32000,화양동,건대입구 1번 출구 앞,교차로,미견인
2022-09-03 08:46:00,32000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-03 08:52:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 08:59:00,32000,중곡동,서울특별시 광진구 천호대로 513,보도,미견인
2022-09-03 09:11:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 09:26:00,40000,구의동,202-31,보도,미견인
2022-09-03 09:55:00,32000,광장동,486-1,버스정류소,미견인
2022-09-03 10:32:00,32000,구의동,서울특별시 광진구 아차산로 439,교통소통장애,미견인
2022-09-03 10:33:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 10:48:00,40000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 10:48:00,32000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 10:49:00,32000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 10:50:00,32000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 10:52:00,32000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 10:53:00,40000,광장동,서울특별시 광진구 영화사로20길 84,교통소통장애,미견인
2022-09-03 11:07:00,40000,광장동,서울 광진구 광장동 550-11,보도,미견인
2022-09-03 11:35:00,32000,구의동,서울특별시 광진구 자양로 214,보도,미견인
2022-09-03 11:44:00,40000,구의동,서울특별시 광진구 광나루로 530,보도,미견인
2022-09-03 11:49:00,40000,구의동,서울특별시 광진구 광나루로 546,보도,미견인
2022-09-03 11:53:00,32000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-03 12:00:00,40000,구의동,서울특별시 광진구 아차산로51길 58,소화전,미견인
2022-09-03 12:40:00,32000,자양동,861,횡단보도,미견인
2022-09-03 12:54:00,40000,능동,서울특별시 광진구 능동로 296,보도,미견인
2022-09-03 13:12:00,32000,광장동,556-8,횡단보도,미견인
2022-09-03 14:06:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 14:28:00,32000,구의동,서울 광진구 구의동 587-75,보도,미견인
2022-09-03 15:14:00,32000,자양동,건대역약국 앞,주차금지(황색점선)구역,미견인
2022-09-03 15:19:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:20:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:21:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:21:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:22:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:22:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:23:00,32000,능동,서울 광진구 능동 18-14,교통소통장애,미견인
2022-09-03 15:31:00,40000,구의동,지너스타워 주차장 앞,횡단보도,미견인
2022-09-03 15:42:00,40000,화양동,건대입구 3번 출구 앞,주차금지(황색점선)구역,미견인
2022-09-03 15:44:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 15:49:00,32000,중곡동,서울특별시 광진구 천호대로 595,보도,미견인
2022-09-03 16:12:00,32000,구의동,631-1,버스정류소,미견인
2022-09-03 16:20:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-03 16:34:00,40000,중곡동,647-16,보도,미견인
2022-09-03 16:38:00,32000,중곡동,647-16,보도,미견인
2022-09-03 16:44:00,32000,구의동,230-1,보도,미견인
2022-09-03 16:46:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-03 17:10:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 17:30:00,32000,중곡동,647-24,보도,미견인
2022-09-03 18:03:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 18:40:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 19:12:00,32000,구의동,서울특별시 광진구 아차산로55길 11,횡단보도,미견인
2022-09-03 19:23:00,32000,화양동,113-1,교차로,미견인
2022-09-03 19:38:00,32000,구의동,631-1,버스정류소,미견인
2022-09-03 19:57:00,32000,화양동,113-1,교차로,미견인
2022-09-03 19:57:00,32000,자양동,223-18,보도,미견인
2022-09-03 20:13:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-03 20:40:00,40000,중곡동,40-14,횡단보도,미견인
2022-09-03 20:44:00,40000,구의동,리젠트오피스텔건너편,횡단보도,미견인
2022-09-03 21:14:00,40000,자양동,738,버스정류소,미견인
2022-09-03 22:10:00,32000,중곡동,241-34,보도,미견인
2022-09-03 22:15:00,32000,군자동,서울특별시 광진구 군자로 165,보도,미견인
2022-09-03 22:15:00,40000,군자동,374-4,보도,미견인
2022-09-03 22:16:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-03 22:20:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-03 22:31:00,40000,중곡동,277-5,횡단보도,미견인
2022-09-03 22:42:00,40000,중곡동,239-83,보도,미견인
2022-09-03 22:46:00,40000,중곡동,239-56,보도,미견인
2022-09-03 22:50:00,32000,중곡동,서울특별시 광진구 긴고랑로 16,버스정류소,미견인
2022-09-03 22:53:00,32000,중곡동,서울특별시 광진구 긴고랑로 15,버스정류소,미견인
2022-09-03 23:07:00,32000,중곡동,669,보도,미견인
2022-09-04 00:48:00,40000,자양동,서울특별시 광진구 능동로4길 40,안전지대,미견인
2022-09-04 01:28:00,32000,화양동,110-44,교차로,미견인
2022-09-04 02:16:00,32000,중곡동,280-4,횡단보도,미견인
2022-09-04 04:30:00,32000,중곡동,Jun-68,횡단보도,미견인
2022-09-04 07:03:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-04 07:37:00,32000,광장동,486-1,버스정류소,미견인
2022-09-04 07:48:00,40000,자양동,서울특별시 광진구 아차산로34길 30,소화전,미견인
2022-09-04 09:14:00,40000,능동,어린이대공원 정문,주차금지(황색점선)구역,미견인
2022-09-04 09:24:00,40000,자양동,657-4,보도,미견인
2022-09-04 09:28:00,32000,자양동,657-4,보도,미견인
2022-09-04 09:35:00,32000,자양동,건대역약국 앞,주차금지(황색점선)구역,미견인
2022-09-04 09:59:00,32000,광장동,486-1,버스정류소,미견인
2022-09-04 10:27:00,32000,중곡동,117-10,횡단보도,미견인
2022-09-04 11:21:00,32000,중곡동,서울 광진구 중곡동 266-5,교통소통장애,미견인
2022-09-04 11:30:00,32000,자양동,서울 광진구 자양로13길 91 (자양동),보도,미견인
2022-09-04 11:38:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-04 11:44:00,40000,자양동,600-15,횡단보도,미견인
2022-09-04 11:46:00,32000,자양동,600-15,횡단보도,미견인
2022-09-04 11:52:00,32000,중곡동,서울 광진구 중곡동 316-1,교통소통장애,미견인
2022-09-04 11:59:00,40000,자양동,794-2,보도,미견인
2022-09-04 12:00:00,40000,중곡동,서울특별시 광진구 긴고랑로7길 26,교통소통장애,미견인
2022-09-04 12:02:00,32000,구의동,Sep-31,보도,미견인
2022-09-04 12:05:00,32000,자양동,794-10,보도,미견인
2022-09-04 12:05:00,40000,중곡동,29-79,횡단보도,미견인
2022-09-04 12:29:00,40000,구의동,동서울터미널 주차장 앞,주차금지(황색점선)구역,미견인
2022-09-04 12:36:00,32000,자양동,서울특별시 광진구 자양로 63,횡단보도,미견인
2022-09-04 12:37:00,32000,구의동,리젠트오피스텔건너편,교통소통장애,미견인
2022-09-04 13:01:00,32000,중곡동,471-1,보도,미견인
2022-09-04 13:05:00,40000,광장동,서울특별시 광진구 아차산로 540,보도,미견인
2022-09-04 13:05:00,40000,중곡동,115-8,보도,미견인
2022-09-04 14:05:00,32000,자양동,728-1,보도,미견인
2022-09-04 14:13:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-04 15:15:00,32000,구의동,668-6,횡단보도,미견인
2022-09-04 15:23:00,32000,능동,서울 광진구 능동 257-26,교통소통장애,미견인
2022-09-04 15:24:00,40000,능동,서울 광진구 능동 257-26,교통소통장애,미견인
2022-09-04 15:26:00,32000,능동,서울특별시 광진구 능동로36길 182,교통소통장애,미견인
2022-09-04 15:54:00,32000,중곡동,서울 광진구 중곡동 275-6,교통소통장애,미견인
2022-09-04 15:56:00,40000,중곡동,서울특별시 광진구 능동로 지하 417,교통소통장애,미견인
2022-09-04 15:56:00,40000,중곡동,서울 광진구 중곡동 275-6,교통소통장애,미견인
2022-09-04 15:57:00,32000,중곡동,서울 광진구 중곡동 275-6,교통소통장애,미견인
2022-09-04 15:57:00,40000,중곡동,서울특별시 광진구 능동로 400,교통소통장애,미견인
2022-09-04 15:58:00,32000,중곡동,서울특별시 광진구 능동로 지하 417,교통소통장애,미견인
2022-09-04 16:00:00,40000,중곡동,277-7,보도,미견인
2022-09-04 16:41:00,32000,광장동,112,횡단보도,미견인
2022-09-04 16:41:00,40000,자양동,729,보도,미견인
2022-09-04 16:59:00,32000,구의동,리젠트오피스텔건너편,교통소통장애,미견인
2022-09-04 17:05:00,32000,구의동,리젠트오피스텔건너편,주차금지(황색점선)구역,미견인
2022-09-04 17:08:00,40000,구의동,서울특별시 광진구 강변역로4길 34,보도,미견인
2022-09-04 17:20:00,32000,자양동,600-15,보도,미견인
2022-09-04 17:44:00,32000,구의동,서울특별시 광진구 아차산로60길 9,횡단보도,미견인
2022-09-04 18:09:00,40000,화양동,건대입구 1번 출구 앞,주정차금지(황색실선)구역,미견인
2022-09-04 18:18:00,8000,구의동,668-6,보도,미견인
2022-09-04 18:19:00,40000,자양동,건대역약국 앞,주차금지(황색점선)구역,미견인
2022-09-04 18:31:00,32000,능동,465-1,교차로,미견인
2022-09-04 18:31:00,32000,구의동,지너스타워 주차장 앞,횡단보도,미견인
2022-09-04 19:19:00,10000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-04 19:31:00,40000,구의동,지너스타워 주차장 앞,교통소통장애,미견인
2022-09-04 19:47:00,32000,군자동,서울 광진구 군자로 84 (군자동),보도,미견인
2022-09-04 19:52:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-04 20:09:00,32000,자양동,799,보도,미견인
2022-09-04 20:19:00,20000,광장동,112,보도,미견인
2022-09-04 20:59:00,40000,자양동,서울특별시 광진구 아차산로 362 3~5층,보도,미견인
2022-09-05 07:04:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-05 07:05:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 07:30:00,40000,자양동,서울특별시 광진구 아차산로 294,보도,미견인
2022-09-05 07:59:00,40000,자양동,853-2,교차로,미견인
2022-09-05 08:47:00,32000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-09-05 09:37:00,32000,구의동,강변역 1번 출구,주정차금지(황색실선)구역,미견인
2022-09-05 09:42:00,32000,자양동,219-20,횡단보도,미견인
2022-09-05 10:35:00,32000,광장동,모두투어앞,주차금지(황색점선)구역,미견인
2022-09-05 10:50:00,40000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2022-09-05 10:55:00,32000,자양동,김밥타운 앞,주차금지(황색점선)구역,미견인
2022-09-05 10:55:00,120000,중곡동,신성그랜드타워 앞,보도,미견인
2022-09-05 11:09:00,32000,군자동,군자 메가박스 앞,주차금지(황색점선)구역,미견인
2022-09-05 11:22:00,32000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-05 11:31:00,32000,구의동,서울특별시 광진구 아차산로 401,보도,미견인
2022-09-05 11:59:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 12:04:00,32000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 12:04:00,40000,자양동,성동초등학교 앞,주차금지(황색점선)구역,미견인
2022-09-05 12:06:00,40000,광장동,광장 힐스테이 상가 건너편,주차금지(황색점선)구역,미견인
2022-09-05 12:13:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 12:15:00,32000,구의동,지너스타워 주차장 앞,횡단보도,미견인
2022-09-05 12:31:00,32000,광장동,모두투어앞,버스정류소,미견인
2022-09-05 13:17:00,32000,군자동,세종대정문,주차금지(황색점선)구역,미견인
2022-09-05 14:06:00,96000,중곡동,신성그랜드타워 앞,보도,미견인
2022-09-05 14:44:00,32000,자양동,이튼타워리버3차 앞,주차금지(황색점선)구역,미견인
2022-09-05 15:02:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 15:03:00,32000,중곡동,우리은행 앞,횡단보도,미견인
2022-09-05 15:15:00,32000,구의동,리젠트오피스텔건너편,교통소통장애,미견인
2022-09-05 15:26:00,32000,광장동,모두투어앞,버스정류소,미견인
2022-09-05 15:34:00,32000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-05 15:51:00,40000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 16:11:00,32000,광장동,모두투어앞,버스정류소,미견인
2022-09-05 16:23:00,32000,중곡동,고신경정신과의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 16:23:00,32000,중곡동,태양주유소 앞,보도,미견인
2022-09-05 16:40:00,40000,중곡동,중곡문화체육센터 앞,주차금지(황색점선)구역,미견인
2022-09-05 16:53:00,96000,자양동,이튼타워리버3차 앞,주정차금지(황색실선)구역,미견인
2022-09-05 17:10:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:11:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:13:00,120000,중곡동,신성그랜드타워 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:36:00,40000,중곡동,고신경정신과의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:39:00,32000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:45:00,32000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 17:49:00,32000,중곡동,우리은행 앞,횡단보도,미견인
2022-09-05 17:53:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-09-05 17:55:00,32000,중곡동,중곡문화체육센터 앞,주차금지(황색점선)구역,미견인
2022-09-05 18:23:00,40000,군자동,두산위브 앞,주차금지(황색점선)구역,미견인
2022-09-05 18:52:00,32000,구의동,223-65,보도,미견인
2022-09-05 19:07:00,8000,광장동,486-1,특별구역,미견인
2022-09-05 19:11:00,130000,군자동,노인종합복지관 앞,주정차금지(황색실선)구역,미견인
2022-09-05 19:15:00,40000,중곡동,우리은행 앞,주차금지(황색점선)구역,미견인
2022-09-05 19:21:00,40000,광장동,238,보도,미견인
2022-09-05 19:25:00,40000,광장동,396-4,보도,미견인
2022-09-05 19:43:00,40000,중곡동,MB모터스 옆,주차금지(황색점선)구역,미견인
2022-09-05 19:45:00,32000,구의동,구의동 웰츠타워 앞,교통소통장애,미견인
2022-09-05 19:50:00,40000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 19:52:00,32000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 20:03:00,50000,광장동,328-2,보도,미견인
2022-09-05 20:03:00,40000,중곡동,중곡지구대 앞,주차금지(황색점선)구역,미견인
2022-09-05 20:04:00,32000,광장동,328-2,보도,미견인
2022-09-05 20:04:00,32000,자양동,자양동 동제한의원 앞,주차금지(황색점선)구역,미견인
2022-09-05 20:08:00,32000,광장동,185-2,보도,미견인
2022-09-05 20:24:00,32000,중곡동,241-24,보도,미견인
2022-09-05 20:28:00,32000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-05 20:31:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-09-05 20:40:00,32000,중곡동,서울특별시 광진구 긴고랑로 71,버스정류소,미견인
2022-09-05 22:09:00,32000,자양동,729,보도,미견인
2022-09-05 22:10:00,40000,광장동,185-6,보도,미견인
2022-09-06 07:03:00,10000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-09-06 07:17:00,32000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
