단속일시,단속원금,단속동,단속장소,위반내용,견인지시
2022-03-01 00:53:00,40000,구의동,서울 광진구 구의동 28-46,주정차금지(황색실선)구역,미견인
2022-03-01 00:59:00,40000,군자동,355,횡단보도,미견인
2022-03-01 03:55:00,40000,군자동,서울특별시 광진구 면목로 16,보도,미견인
2022-03-01 04:04:00,40000,군자동,서울 광진구 군자동 354-7,횡단보도,미견인
2022-03-01 04:05:00,40000,군자동,서울 광진구 군자동 354-7,교차로,미견인
2022-03-01 04:16:00,40000,중곡동,서울 광진구 중곡동 265-1,도로 모퉁이,미견인
2022-03-01 04:25:00,40000,중곡동,서울 광진구 중곡동 438-2,소방기계 비치장소,미견인
2022-03-01 07:39:00,40000,구의동,강변역 4번 출구,횡단보도,미견인
2022-03-01 07:40:00,40000,구의동,지너스타워 주차장 앞,주차금지(황색점선)구역,미견인
2022-03-01 07:43:00,40000,구의동,서울 광진구 구의동 660 주차장앞,교통소통장애,미견인
2022-03-01 08:04:00,40000,구의동,동서울터미널 주차장 앞,주차금지(황색점선)구역,미견인
2022-03-01 08:10:00,40000,군자동,서울 광진구 군자동 498,보도,미견인
2022-03-01 08:10:00,50000,군자동,서울 광진구 군자동 498,보도,미견인
2022-03-01 08:12:00,40000,군자동,서울 광진구 군자동 64-2,보도,미견인
2022-03-01 08:13:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-03-01 08:18:00,40000,화양동,건대입구 1번 출구 앞,횡단보도,미견인
2022-03-01 08:29:00,40000,자양동,853,교차로,미견인
2022-03-01 08:40:00,40000,구의동,강변역 4번 출구,횡단보도,미견인
2022-03-01 08:52:00,40000,자양동,서울특별시 광진구 자양로 103,보도,미견인
2022-03-01 08:55:00,40000,구의동,지너스타워 주차장 앞,주차금지(황색점선)구역,미견인
2022-03-01 08:55:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-03-01 08:56:00,40000,구의동,지너스타워 주차장 앞,주차금지(황색점선)구역,미견인
2022-03-01 09:52:00,40000,구의동,리젠트오피스텔건너편,주차금지(황색점선)구역,미견인
2022-03-01 10:31:00,40000,자양동,CU 자양써밋플레이스점 건너,주차금지(황색점선)구역,미견인
2022-03-01 10:53:00,40000,능동,서울 광진구 능동 453-2,교통소통장애,미견인
2022-03-01 11:03:00,40000,중곡동,서울특별시 광진구 용마산로3길 52,교차로,미견인
2022-03-01 11:11:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 11:12:00,40000,중곡동,서울특별시 광진구 긴고랑로 115,교통소통장애,미견인
2022-03-01 11:13:00,40000,중곡동,서울특별시 광진구 긴고랑로 115,교통소통장애,미견인
2022-03-01 11:17:00,40000,중곡동,서울 광진구 중곡동 150-103,교통소통장애,미견인
2022-03-01 11:18:00,40000,중곡동,서울 광진구 중곡동 150-103,버스정류소,미견인
2022-03-01 11:19:00,40000,중곡동,서울 광진구 중곡동 150-103,소화전,미견인
2022-03-01 11:20:00,50000,중곡동,서울 광진구 중곡동 150-103,교통소통장애,미견인
2022-03-01 11:28:00,40000,중곡동,서울 광진구 중곡동 546,교통소통장애,미견인
2022-03-01 11:44:00,50000,중곡동,150-103,교차로,미견인
2022-03-01 11:46:00,40000,중곡동,서울 광진구 중곡동 143-146,교통소통장애,미견인
2022-03-01 12:00:00,40000,화양동,건대입구 3번 출구 앞,주차금지(황색점선)구역,미견인
2022-03-01 12:09:00,40000,능동,서울 광진구 능동 221-10,교통소통장애,미견인
2022-03-01 12:30:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 12:35:00,40000,중곡동,서울특별시 광진구 용마산로8길 21-1,도로 모퉁이,미견인
2022-03-01 12:36:00,40000,중곡동,서울특별시 광진구 용마산로8길 21,교통소통장애,미견인
2022-03-01 12:37:00,40000,중곡동,서울 광진구 중곡동 450-2,교통소통장애,미견인
2022-03-01 13:22:00,40000,자양동,CU 자양써밋플레이스점 건너,주차금지(황색점선)구역,미견인
2022-03-01 13:26:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 13:26:00,40000,자양동,CU 자양써밋플레이스점 건너,보도,미견인
2022-03-01 14:22:00,40000,구의동,서울 광진구 구의동 244-4,교통소통장애,미견인
2022-03-01 14:23:00,40000,구의동,서울 광진구 구의동 244-1,교통소통장애,미견인
2022-03-01 14:43:00,40000,자양동,서울특별시 광진구 자양로3길 7,교통소통장애,미견인
2022-03-01 14:43:00,40000,자양동,서울특별시 광진구 자양로3길 7,교통소통장애,미견인
2022-03-01 14:44:00,50000,자양동,서울특별시 광진구 자양로3길 7,교통소통장애,미견인
2022-03-01 14:50:00,40000,광장동,서울특별시 광진구 광장로 71-1,도로 모퉁이,미견인
2022-03-01 14:52:00,40000,자양동,서울 광진구 자양동 712-1,교통소통장애,미견인
2022-03-01 14:52:00,40000,자양동,서울 광진구 자양동 712-1,교통소통장애,미견인
2022-03-01 14:53:00,40000,자양동,서울 광진구 자양동 712-1,교통소통장애,미견인
2022-03-01 15:06:00,120000,구의동,광진그랜드파크 정문 앞,주정차금지(황색실선)구역,미견인
2022-03-01 15:08:00,40000,화양동,서울특별시 광진구 군자로5길 16,교통소통장애,미견인
2022-03-01 15:13:00,40000,화양동,서울특별시 광진구 광나루로12길 19,교통소통장애,미견인
2022-03-01 15:20:00,40000,화양동,건대입구 1번 출구 앞,주차금지(황색점선)구역,미견인
2022-03-01 15:21:00,40000,화양동,서울 광진구 화양동 111-12,교통소통장애,미견인
2022-03-01 15:21:00,40000,화양동,건대입구 1번 출구 앞,횡단보도,미견인
2022-03-01 15:22:00,40000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인
2022-03-01 15:22:00,40000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인
2022-03-01 15:23:00,40000,구의동,587-53,버스정류소,미견인
2022-03-01 15:23:00,40000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인
2022-03-01 15:23:00,40000,화양동,서울특별시 광진구 능동로 172,교통소통장애,미견인
2022-03-01 15:24:00,40000,자양동,건대역약국 앞,교차로,미견인
2022-03-01 15:25:00,40000,구의동,546-3,버스정류소,미견인
2022-03-01 15:29:00,40000,능동,서울 광진구 능동 270-10,도로 모퉁이,미견인
2022-03-01 15:31:00,40000,능동,서울 광진구 능동 270-10,교통소통장애,미견인
2022-03-01 15:34:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 15:42:00,40000,자양동,서울특별시 광진구 아차산로 200,도로 모퉁이,미견인
2022-03-01 15:44:00,40000,자양동,서울특별시 광진구 동일로20길 45,교통소통장애,미견인
2022-03-01 15:44:00,40000,자양동,서울 광진구 자양동 8-5,교통소통장애,미견인
2022-03-01 15:45:00,40000,중곡동,서울 광진구 중곡동 482-4,교통소통장애,미견인
2022-03-01 15:45:00,40000,자양동,서울특별시 광진구 동일로20길 45,교통소통장애,미견인
2022-03-01 15:51:00,40000,자양동,서울특별시 광진구 아차산로 192,도로 모퉁이,미견인
2022-03-01 15:52:00,40000,자양동,서울특별시 광진구 아차산로 192,도로 모퉁이,미견인
2022-03-01 15:53:00,40000,자양동,서울특별시 광진구 동일로20길 7,교통소통장애,미견인
2022-03-01 15:53:00,40000,자양동,서울특별시 광진구 아차산로 192,도로 모퉁이,미견인
2022-03-01 15:53:00,40000,자양동,서울특별시 광진구 자양로13길 16,횡단보도,미견인
2022-03-01 15:54:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-03-01 15:54:00,40000,자양동,서울특별시 광진구 동일로 102,교통소통장애,미견인
2022-03-01 15:55:00,40000,자양동,서울 광진구 자양동 23-2,도로 모퉁이,미견인
2022-03-01 15:55:00,40000,자양동,서울특별시 광진구 동일로 102,도로 모퉁이,미견인
2022-03-01 16:03:00,40000,자양동,서울특별시 광진구 뚝섬로31길 20,교통소통장애,미견인
2022-03-01 16:05:00,40000,자양동,서울 광진구 자양동 549,교통소통장애,미견인
2022-03-01 16:07:00,40000,중곡동,서울 광진구 중곡동 265-8,교통소통장애,견인처리
2022-03-01 16:10:00,40000,자양동,서울특별시 광진구 능동로3길 72,교통소통장애,견인처리
2022-03-01 16:12:00,40000,중곡동,서울특별시 광진구 면목로 191,보도,미견인
2022-03-01 16:42:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 16:42:00,40000,중곡동,서울 광진구 중곡동 211-22,보도,미견인
2022-03-01 16:44:00,40000,중곡동,서울특별시 광진구 면목로 182,보도,미견인
2022-03-01 16:45:00,40000,중곡동,서울특별시 광진구 면목로 182,보도,미견인
2022-03-01 16:51:00,40000,구의동,지너스타워 주차장 앞,주정차금지(황색실선)구역,미견인
2022-03-01 17:06:00,40000,자양동,건대역약국 앞,횡단보도,미견인
2022-03-01 17:25:00,40000,자양동,서울 광진구 자양동 749,교통소통장애,미견인
2022-03-01 17:25:00,40000,자양동,서울 광진구 자양동 749,교통소통장애,미견인
2022-03-01 17:25:00,40000,광장동,서울특별시 광진구 광나루로 595,버스정류소,미견인
2022-03-01 17:26:00,40000,자양동,서울 광진구 자양동 749,교통소통장애,미견인
2022-03-01 17:26:00,40000,자양동,서울 광진구 자양동 749,교통소통장애,미견인
2022-03-01 17:27:00,40000,자양동,서울특별시 광진구 뚝섬로52길 71,교통소통장애,미견인
2022-03-01 17:29:00,40000,자양동,서울 광진구 자양동 740,교통소통장애,미견인
2022-03-01 17:32:00,40000,중곡동,서울 광진구 중곡동 87-14,교통소통장애,미견인
2022-03-01 17:37:00,40000,자양동,건대역약국 앞,횡단보도,미견인
2022-03-01 17:39:00,40000,중곡동,서울특별시 광진구 면목로 103,보도,미견인
2022-03-01 17:41:00,40000,중곡동,서울특별시 광진구 면목로 103,보도,미견인
2022-03-01 17:46:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 18:03:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 18:11:00,40000,화양동,건대입구 3번 출구 앞,주차금지(황색점선)구역,미견인
2022-03-01 18:21:00,40000,구의동,리젠트오피스텔건너편,안전지대,미견인
2022-03-01 18:41:00,40000,구의동,동서울터미널 주차장 앞,주차금지(황색점선)구역,미견인
2022-03-01 18:55:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
2022-03-01 18:58:00,40000,중곡동,서울특별시 광진구 긴고랑로 43,버스정류소,미견인
