법정동,광장동,구의1동,구의2동,구의3동,군자동,능동,자양1동,자양2동,자양3동,자양4동,중곡1동,중곡2동,중곡3동,중곡4동,화양동
자동차등록대수,11646,7005,7346,9127,5223,3060,7366,7598,8970,5018,4753,5132,4073,7382,4186
